id,メーカー,車種,自動車タイプ,ボディタイプ,駆動方式,価格帯(万円),排気量(cc),最新モデル,グレード・モデル,先進安全装備,燃費(km/L)電費(Wh/km)水素燃費(km/kg),燃料の種類,自動車税(円),乗車定員,中古相場(万円),サイズ(mm)
923,MAZDA,MAZDA2,普通車,ハッチバック,2WD,176.8~250.2,1496,2025_04,15 SPORT+,i-ACTIVSENSE,20.3,レギュラー,30500,5,79~245,4080×1695×1500
924,MAZDA,MAZDA2,普通車,ハッチバック,4WD,176.8~250.2,1496,2025_04,15 SPORT+,i-ACTIVSENSE,18.1,レギュラー,30500,5,79~245,4080×1695×1525 
925,MAZDA,MAZDA2,普通車,ハッチバック,2WD(MT),176.8~250.2,1496,2025_04,15MB,i-ACTIVSENSE,19.7,ハイオク,30500,5,79~245,4080×1695×1525
926,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD,2600400~3997400,1496,2025_11,15S Black Selection,i-ACTIVSENSE,16.6,レギュラー,30500,5,97~373,4460×1795×1440
927,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD,2600400~3997400,1496,2025_11,15S Leather Touring Selection,i-ACTIVSENSE,16.6,レギュラー,30500,5,97~373,4460×1795×1440
928,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD(MT),2600400~3997400,1997,2025_11,20S Touring,i-ACTIVSENSE,17.5,レギュラー (HEV),36000,5,97~373,4460×1795×1440
929,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD,2600400~3997400,1997,2025_11,20S Touring,i-ACTIVSENSE,16.4,レギュラー (HEV),36000,5,97~373,4460×1795×1440
930,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,4WD,2600400~3997400,1997,2025_11,20S Touring,i-ACTIVSENSE,15.9,レギュラー (HEV),36000,5,97~373,4460×1795×1440
931,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD(MT),2600400~3997400,1997,2025_11,20S Retro Sports Edition,i-ACTIVSENSE,17.5,レギュラー (HEV),36000,5,97~373,4460×1795×1440
932,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD,2600400~3997400,1997,2025_11,20S Retro Sports Edition,i-ACTIVSENSE,16.4,レギュラー (HEV),36000,5,97~373,4460×1795×1440
933,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,4WD,2600400~3997400,1997,2025_11,20S Retro Sports Edition,i-ACTIVSENSE,15.9,レギュラー (HEV),36000,5,97~373,4460×1795×1440
934,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD,2600400~3997400,1756,2025_11,XD S Package,i-ACTIVSENSE,21.2,ディーゼル,36000,5,97~373,4460×1795×1440
935,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,4WD,2600400~3997400,1756,2025_11,XD S Package,i-ACTIVSENSE,20,ディーゼル,36000,5,97~373,4460×1795×1440
936,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD,2600400~3997400,1756,2025_11,XD Drive Edition,i-ACTIVSENSE,21.2,ディーゼル,36000,5,97~373,4460×1795×1440
937,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,4WD,2600400~3997400,1756,2025_11,XD Drive Edition,i-ACTIVSENSE,20,ディーゼル,36000,5,97~373,4460×1795×1440
938,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,2WD,2600400~3997400,1756,2025_11,XD Retro Sports Edition,i-ACTIVSENSE,21.2,ディーゼル,36000,5,97~373,4460×1795×1440
939,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,4WD,2600400~3997400,1756,2025_11,XD Retro Sports Edition,i-ACTIVSENSE,20,ディーゼル,36000,5,97~373,4460×1795×1440
940,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,4WD(MT),2600400~3997400,1997,2025_11,X Touring,i-ACTIVSENSE,17.7,ハイオク (HEV),36000,5,97~373,4460×1795×1440
941,MAZDA,MAZDA3 FASTBACK,普通車,ハッチバック,4WD,2600400~3997400,1997,2025_11,X Touring,i-ACTIVSENSE,16.7,ハイオク (HEV),36000,5,97~373,4460×1795×1440
942,MAZDA,MAZDA3 SEDAN,普通車,セダン,2WD,2720300~3265900,1997,2025_11,20S S Package,i-ACTIVSENSE,16.7,レギュラー (HEV),36000,5,123~287,4460×1795×1445
943,MAZDA,MAZDA3 SEDAN,普通車,セダン,2WD,2720300~3265900,1997,2025_11,20S Touring,i-ACTIVSENSE,16.7,レギュラー (HEV),36000,5,123~287,4460×1795×1445
944,MAZDA,MAZDA3 SEDAN,普通車,セダン,2WD,2720300~3265900,1997,2025_11,20S Retro Sports Edition,i-ACTIVSENSE,16.7,レギュラー (HEV),36000,5,123~287,4460×1795×1445
945,MAZDA,MAZDA3 SEDAN,普通車,セダン,2WD(MT),2720300~3265900,1756,2025_11,XD S Package,i-ACTIVSENSE,14.8,ディーゼル,36000,5,123~287,4460×1795×1445
946,MAZDA,MAZDA3 SEDAN,普通車,セダン,2WD(MT),2720300~3265900,1756,2025_11,XD Drive Edition,i-ACTIVSENSE,14.8,ディーゼル,36000,5,123~287,4460×1795×1445
947,MAZDA,MAZDA3 SEDAN,普通車,セダン,2WD(MT),2720300~3265900,1756,2025_11,XD Retro Sports Edition,i-ACTIVSENSE,14.8,ディーゼル,36000,5,123~287,4460×1795×1445
948,MAZDA,MX-30,普通車,SUV,2WD,2935900~3406700,1997,2025_10,Modern Confidence,i-ACTIVSENSE,15.6,レギュラー (HEV),36000,5,119~471,4395×1795×1550
949,MAZDA,MX-30,普通車,SUV,4WD,2935900~3406700,1997,2025_10,Modern Confidence,i-ACTIVSENSE,15.1,レギュラー (HEV),36000,5,119~471,4395×1795×1550
950,MAZDA,MX-30,普通車,SUV,2WD,2935900~3406700,1997,2025_10,Natural Monotone,i-ACTIVSENSE,15.6,レギュラー (HEV),36000,5,119~471,4395×1795×1550
951,MAZDA,MX-30,普通車,SUV,4WD,2935900~3406700,1997,2025_10,Natural Monotone,i-ACTIVSENSE,15.1,レギュラー (HEV),36000,5,119~471,4395×1795×1550
952,MAZDA,MX-30,普通車,SUV,2WD,2935900~3406700,1997,2025_10,Retro Sports Edition (特別仕様車),i-ACTIVSENSE,15.6,レギュラー (HEV),36000,5,119~471,4395×1795×1550
953,MAZDA,MX-30,普通車,SUV,4WD,2935900~3406700,1997,2025_10,Retro Sports Edition (特別仕様車),i-ACTIVSENSE,15.1,レギュラー (HEV),36000,5,119~471,4395×1795×1550
954,MAZDA,MX-30 ROTARY-EV,普通車,SUV,2WD,4356000~4942300,83,2025_10,ROTARY-EV / Modern Confidence,i-ACTIVSENSE,15.4,レギュラー (PHEV),30500,5,119~471,4395×1795×1595
955,MAZDA,MX-30 ROTARY-EV,普通車,SUV,2WD,4356000~4942300,83,2025_10,ROTARY-EV / Natural Monotone,i-ACTIVSENSE,15.4,レギュラー (PHEV),30500,5,119~471,4395×1795×1595 
956,MAZDA,MX-30 ROTARY-EV,普通車,SUV,2WD,4356000~4942300,83,2025_10,ROTARY-EV / Retro Sports Edition (特別仕様車),i-ACTIVSENSE,15.4,レギュラー (PHEV),30500,5,119~471,4395×1795×1595
957,MAZDA,ROADSTER,普通車,オープンカー,2WD(MT),2898500~3679500,1496,2025_10,S,i-ACTIVSENSE,16.8,ハイオク,30500,2,108~420,3915×1735×1235
958,MAZDA,ROADSTER,普通車,オープンカー,2WD(MT),2898500~3679500,1496,2025_10,NR-A,i-ACTIVSENSE,16.8,ハイオク,30500,2,108~420,3915×1735×1235
959,MAZDA,ROADSTER,普通車,オープンカー,2WD(MT),2898500~3679500,1496,2025_10,S Special Package,i-ACTIVSENSE,16.8,ハイオク,30500,2,108~420,3915×1735×1235
960,MAZDA,ROADSTER,普通車,オープンカー,2WD,2898500~3679500,1496,2025_10,S Special Package,i-ACTIVSENSE,17.2,ハイオク,30500,2,108~420,3915×1735×1235
961,MAZDA,ROADSTER,普通車,オープンカー,2WD(MT),2898500~3679500,1496,2025_10,S Leather Package,i-ACTIVSENSE,16.8,ハイオク,30500,2,108~420,3915×1735×1235
962,MAZDA,ROADSTER,普通車,オープンカー,2WD,2898500~3679500,1496,2025_10,S Leather Package,i-ACTIVSENSE,17.2,ハイオク,30500,2,108~420,3915×1735×1235
963,MAZDA,ROADSTER,普通車,オープンカー,2WD(MT),2898500~3679500,1496,2025_10,V Selection,i-ACTIVSENSE,17.2,ハイオク,30500,2,108~420,3915×1735×1235
964,MAZDA,ROADSTER,普通車,オープンカー,2WD,2898500~3679500,1496,2025_10,V Selection,i-ACTIVSENSE,17.2,ハイオク,30500,2,108~420,3915×1735×1235
965,MAZDA,ROADSTER,普通車,オープンカー,2WD(MT),2898500~3679500,1496,2025_10,RS,i-ACTIVSENSE,16.8,ハイオク,30500,2,108~420,3915×1735×1235
966,MAZDA,ROADSTER RF,普通車,オープンカー,2WD(MT),3796100~4308700,1997,2025_10,S,i-ACTIVSENSE,15.8,ハイオク,36000,2,146~477,3915×1735×1245
967,MAZDA,ROADSTER RF,普通車,オープンカー,2WD,3796100~4308700,1997,2025_10,S,i-ACTIVSENSE,15.2,ハイオク,36000,2,146~477,3915×1735×1245
968,MAZDA,ROADSTER RF,普通車,オープンカー,2WD(MT),3796100~4308700,1997,2025_10,VS,i-ACTIVSENSE,15.8,ハイオク,36000,2,146~477,3915×1735×1245
969,MAZDA,ROADSTER RF,普通車,オープンカー,2WD,3796100~4308700,1997,2025_10,VS,i-ACTIVSENSE,15.2,ハイオク,36000,2,146~477,3915×1735×1245
970,MAZDA,ROADSTER RF,普通車,オープンカー,2WD(MT),3796100~4308700,1997,2025_10,RS,i-ACTIVSENSE,15.8,ハイオク,36000,2,146~477,3915×1735×1245
971,MAZDA,SPIRIT RACING ROADSTER,普通車,オープンカー,2WD(MT),5265700~5265700,1997,2025_10,MAZDA SPIRIT RACING ROADSTER,i-ACTIVSENSE,15.2,ハイオク,36000,2,-,3915×1735×1245
972,MAZDA,SPIRIT RACING ROADSTER,普通車,オープンカー,2WD(MT),5265700~5265700,1997,2025_10,MAZDA SPIRIT RACING ROADSTER 12R,i-ACTIVSENSE,15,ハイオク,36000,2,-,3915×1735×1245
973,MAZDA,SCRUM WAGON,軽自動車,バン/トラック,2WD,1867800~2095500,658,2025_11,PZ,サポカーS・ワイド,15.1,レギュラー,10800,4,28~264,3395×1475×1910 
974,MAZDA,SCRUM WAGON,軽自動車,バン/トラック,4WD,1867800~2095500,658,2025_11,PZ,サポカーS・ワイド,15.1,レギュラー,10800,4,28~264,3395×1475×1910 
975,MAZDA,SCRUM WAGON,軽自動車,バン/トラック,2WD,1867800~2095500,658,2025_11,PZ-S,サポカーS・ワイド,15.1,レギュラー,10800,4,28~264,3395×1475×1910
976,MAZDA,SCRUM WAGON,軽自動車,バン/トラック,4WD,1867800~2095500,658,2025_11,PZ-S,サポカーS・ワイド,15.1,レギュラー,10800,4,28~264,3395×1475×1910
977,SUZUKI,アルト,軽自動車,ハッチバック,2WD,1142900~1639000,657,2025_06,HYBRID X,SUZUKI Safety Support,28.2,レギュラー (HEV),10800,4,44~198,3395×1475×1525 
978,SUZUKI,アルト,軽自動車,ハッチバック,4WD,1142900~1639000,657,2025_06,HYBRID X,SUZUKI Safety Support,26.2,レギュラー (HEV),10800,4,44~198,3395×1475×1525 
979,SUZUKI,アルト,軽自動車,ハッチバック,2WD,1142900~1639000,657,2025_06,HYBRID S,SUZUKI Safety Support,28.2,レギュラー (HEV),10800,4,44~198,3395×1475×1525 
980,SUZUKI,アルト,軽自動車,ハッチバック,4WD,1142900~1639000,657,2025_06,HYBRID S,SUZUKI Safety Support,26.2,レギュラー (HEV),10800,4,44~198,3395×1475×1525 
981,SUZUKI,アルト,軽自動車,ハッチバック,2WD,1142900~1639000,658,2025_06,L,SUZUKI Safety Support,25.8,レギュラー,10800,4,44~198,3395×1475×1525 
982,SUZUKI,アルト,軽自動車,ハッチバック,4WD,1142900~1639000,658,2025_06,L,SUZUKI Safety Support,23.8,レギュラー,10800,4,44~198,3395×1475×1525 
983,SUZUKI,アルト,軽自動車,ハッチバック,2WD,1142900~1639000,658,2025_06,A,SUZUKI Safety Support,25.8,レギュラー,10800,4,44~198,3395×1475×1525 
984,SUZUKI,アルト,軽自動車,ハッチバック,4WD,1142900~1639000,658,2025_06,A,SUZUKI Safety Support,23.8,レギュラー,10800,4,44~198,3395×1475×1525
985,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,2WD,1838100~2083400,658,2024_12,PZターボスペシャル（標準ルーフ）,SUZUKI Safety Support,19.4,レギュラー,10800,4,21~423,3395×1475×1815
986,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,4WD,1838100~2083400,658,2024_12,PZターボスペシャル（標準ルーフ）,SUZUKI Safety Support,19.2,レギュラー,10800,4,21~423,3395×1475×1815 
987,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,2WD,1838100~2083400,658,2024_12,PZターボスペシャル（ハイルーフ）,SUZUKI Safety Support,19.4,レギュラー,10800,4,21~423,3395×1475×1910 
988,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,4WD,1838100~2083400,658,2024_12,PZターボスペシャル（ハイルーフ）,SUZUKI Safety Support,19.2,レギュラー,10800,4,21~423,3395×1475×1910 
989,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,2WD,1838100~2083400,658,2024_12,PZターボ（標準ルーフ）,SUZUKI Safety Support,19.4,レギュラー,10800,4,21~423,3395×1475×1815 
990,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,4WD,1838100~2083400,658,2024_12,PZターボ（標準ルーフ）,SUZUKI Safety Support,19.2,レギュラー,10800,4,21~423,3395×1475×1815 
991,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,2WD,1838100~2083400,658,2024_12,PZターボ（ハイルーフ）,SUZUKI Safety Support,19.4,レギュラー,10800,4,21~423,3395×1475×1910 
992,SUZUKI,エブリイワゴン,軽自動車,ハイトワゴン,4WD,1838100~2083400,658,2024_12,PZターボ（ハイルーフ）,SUZUKI Safety Support,19.2,レギュラー,10800,4,21~423,3395×1475×1910
993,SUZUKI,e ビターラ,普通車,SUV,2WD,3993000~4928000,-,2025_05,Z 2WD,SUZUKI Safety Support,131,電気 (BEV),25000,5,-,4275×1800×1640
994,SUZUKI,e ビターラ,普通車,SUV,4WD,3993000~4928000,-,2025_05,Z 4WD,SUZUKI Safety Support,144,電気 (BEV),25000,5,-,4275×1800×1640
995,SUZUKI,e ビターラ,普通車,SUV,2WD,3993000~4928000,-,2025_05,X,SUZUKI Safety Support,124,電気 (BEV),25000,5,-,4275×1800×1640
996,SUZUKI,フロンクス,普通車,SUV,2WD,2541000~2827000,146,2024_10,フロンクス(ベース),SUZUKI Safety Support,19,レギュラー (HEV),30500,5,238~360,3995×1765×1550
997,SUZUKI,フロンクス,普通車,SUV,4WD,2541000~2827000,146,2024_10,フロンクス(ベース),SUZUKI Safety Support,17.8,レギュラー (HEV),30500,5,238~360,3995×1765×1550
998,SUZUKI,ハスラー,軽自動車,SUV,2WD,1518000~2021800,658,2024_12,HYBRID Xターボ,SUZUKI Safety Support,22.6,レギュラー (HEV),10800,4,59~293,3395×1475×1680
999,SUZUKI,ハスラー,軽自動車,SUV,4WD,1518000~2021800,658,2024_12,HYBRID Xターボ,SUZUKI Safety Support,20.8,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1000,SUZUKI,ハスラー,軽自動車,SUV,2WD,1518000~2021800,657,2024_12,HYBRID X,SUZUKI Safety Support,25,レギュラー (HEV),10800,4,59~293,3395×1475×1680 
1001,SUZUKI,ハスラー,軽自動車,SUV,4WD,1518000~2021800,657,2024_12,HYBRID X,SUZUKI Safety Support,23.4,レギュラー (HEV),10800,4,59~293,3395×1475×1680 
1002,SUZUKI,ハスラー,軽自動車,SUV,2WD,1518000~2021800,658,2024_12,HYBRID Gターボ,SUZUKI Safety Support,22.6,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1003,SUZUKI,ハスラー,軽自動車,SUV,4WD,1518000~2021800,658,2024_12,HYBRID Gターボ,SUZUKI Safety Support,20.8,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1004,SUZUKI,ハスラー,軽自動車,SUV,2WD,1518000~2021800,657,2024_12,HYBRID G,SUZUKI Safety Support,25,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1005,SUZUKI,ハスラー,軽自動車,SUV,4WD,1518000~2021800,657,2024_12,HYBRID G,SUZUKI Safety Support,23.4,レギュラー (HEV),10800,4,59~293,3395×1475×1680 
1006,SUZUKI,ハスラー,軽自動車,SUV,2WD,1518000~2021800,658,2024_12,タフワイルドターボ,SUZUKI Safety Support,22.6,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1007,SUZUKI,ハスラー,軽自動車,SUV,4WD,1518000~2021800,658,2024_12,タフワイルドターボ,SUZUKI Safety Support,20.8,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1008,SUZUKI,ハスラー,軽自動車,SUV,2WD,1518000~2021800,657,2024_12,タフワイルド,SUZUKI Safety Support,25,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1009,SUZUKI,ハスラー,軽自動車,SUV,4WD,1518000~2021800,657,2024_12,タフワイルド,SUZUKI Safety Support,23.4,レギュラー (HEV),10800,4,59~293,3395×1475×1680
1010,SUZUKI,ジムニー,軽自動車,SUV,4WD(5MT),1918400~2160400,658,2024_12,XC,SUZUKI Safety Support,16.6,レギュラー,10800,4,40~450,3395×1475×1725
1011,SUZUKI,ジムニー,軽自動車,SUV,4WD(4MT),1918400~2160400,658,2024_12,XC,SUZUKI Safety Support,14.3,レギュラー,10800,4,40~450,3395×1475×1725 
1012,SUZUKI,ジムニー,軽自動車,SUV,4WD(5MT),1918400~2160400,658,2024_12,XL,SUZUKI Safety Support,16.6,レギュラー,10800,4,40~450,3395×1475×1725
1013,SUZUKI,ジムニー,軽自動車,SUV,4WD(4MT),1918400~2160400,658,2024_12,XL,SUZUKI Safety Support,14.3,レギュラー,10800,4,40~450,3395×1475×1725 
1014,SUZUKI,ジムニー,軽自動車,SUV,4WD(5MT),1918400~2160400,658,2024_12,XG,SUZUKI Safety Support,16.6,レギュラー,10800,4,40~450,3395×1475×1725
1015,SUZUKI,ジムニー,軽自動車,SUV,4WD(4MT),1918400~2160400,658,2024_12,XG,SUZUKI Safety Support,14.3,レギュラー,10800,4,40~450,3395×1475×1725
1016,SUZUKI,ジムニーシエラ,普通車,SUV,4WD(MT),2271500~2385900,146,2024_12,JC,SUZUKI Safety Support,15.4,レギュラー,30500,4,156~519,3550×1645×1730
1017,SUZUKI,ジムニーシエラ,普通車,SUV,4WD,2271500~2385900,146,2024_12,JC,SUZUKI Safety Support,14.2,レギュラー,30500,4,156~519,3550×1645×1730 
1018,SUZUKI,ジムニーシエラ,普通車,SUV,4WD(MT),2271500~2385900,146,2024_12,JL,SUZUKI Safety Support,15.4,レギュラー,30500,4,156~519,3550×1645×1730
1019,SUZUKI,ジムニーシエラ,普通車,SUV,4WD,2271500~2385900,146,2024_12,JL,SUZUKI Safety Support,14.2,レギュラー,30500,4,156~519,3550×1645×1730
1020,SUZUKI,ランディ,普通車,ミニバン,2WD,3231800~381700,1797,2025_10,HYBRID G,SUZUKI Safety Support,23.2,レギュラー (HEV),36000,7,270~432,4695×1730×1845
1021,SUZUKI,ランディ,普通車,ミニバン,4WD,3231800~381700,1797,2025_10,HYBRID G,SUZUKI Safety Support,22,レギュラー (HEV),36000,7,270~432,4695×1730×1875
1022,SUZUKI,ランディ,普通車,ミニバン,2WD,3231800~381700,1986,2025_10,G,SUZUKI Safety Support,15,レギュラー,36000,8,270~432,4695×1730×1845 
1023,SUZUKI,ランディ,普通車,ミニバン,4WD,3231800~381700,1986,2025_10,G,SUZUKI Safety Support,14.1,レギュラー,36000,8,270~432,4695×1730×1875
1024,SUZUKI,ラパン,軽自動車,ハッチバック,2WD,1514700~1895300,657,2024_12,HYBRID X,SUZUKI Safety Support,27.3,レギュラー (HEV),10800,4,19~205,3395×1475×1525
1025,SUZUKI,ラパン,軽自動車,ハッチバック,4WD,1514700~1895300,657,2024_12,HYBRID X,SUZUKI Safety Support,25.2,レギュラー (HEV),10800,4,19~205,3395×1475×1525
1026,SUZUKI,ラパン,軽自動車,ハッチバック,2WD,1514700~1895300,657,2024_12,HYBRID L,SUZUKI Safety Support,27.3,レギュラー (HEV),10800,4,19~205,3395×1475×1525 
1027,SUZUKI,ラパン,軽自動車,ハッチバック,4WD,1514700~1895300,657,2024_12,HYBRID L,SUZUKI Safety Support,25.2,レギュラー (HEV),10800,4,19~205,3395×1475×1525 
1028,SUZUKI,ラパン,軽自動車,ハッチバック,2WD,1514700~1895300,657,2024_12,HYBRID G,SUZUKI Safety Support,27.3,レギュラー (HEV),10800,4,19~205,3395×1475×1525 
1029,SUZUKI,ラパン,軽自動車,ハッチバック,4WD,1514700~1895300,657,2024_12,HYBRID G,SUZUKI Safety Support,25.2,レギュラー (HEV),10800,4,19~205,3395×1475×1525 
1030,SUZUKI,ラパン LC,軽自動車,ハッチバック,2WD,1514700~1895300,657,2024_12,HYBRID X,SUZUKI Safety Support,27.3,レギュラー (HEV),10800,4,87~209,3395×1475×1525 
1031,SUZUKI,ラパン LC,軽自動車,ハッチバック,4WD,1514700~1895300,657,2024_12,HYBRID X,SUZUKI Safety Support,25.2,レギュラー (HEV),10800,4,87~209,3395×1475×1525 
1032,SUZUKI,ラパン LC,軽自動車,ハッチバック,2WD,1514700~1895300,657,2024_12,HYBRID L,SUZUKI Safety Support,27.3,レギュラー (HEV),10800,4,87~209,3395×1475×1525 
1033,SUZUKI,ラパン LC,軽自動車,ハッチバック,4WD,1514700~1895300,657,2024_12,HYBRID L,SUZUKI Safety Support,25.2,レギュラー (HEV),10800,4,87~209,3395×1475×1525
1034,SUZUKI,ソリオ,普通車,ミニバン,2WD,1926100~2593800,1197,2025_01,HYBRID MZ,SUZUKI Safety Support,22,レギュラー (HEV),30500,5,75~286,3810×1645×1745
1035,SUZUKI,ソリオ,普通車,ミニバン,4WD,1926100~2593800,1197,2025_01,HYBRID MZ,SUZUKI Safety Support,20.7,レギュラー (HEV),30500,5,75~286,3810×1645×1745 
1036,SUZUKI,ソリオ,普通車,ミニバン,2WD,1926100~2593800,1197,2025_01,HYBRID MX,SUZUKI Safety Support,22,レギュラー (HEV),30500,5,75~286,3810×1645×1745 
1037,SUZUKI,ソリオ,普通車,ミニバン,4WD,1926100~2593800,1197,2025_01,HYBRID MX,SUZUKI Safety Support,20.7,レギュラー (HEV),30500,5,75~286,3810×1645×1745 
1038,SUZUKI,ソリオ,普通車,ミニバン,2WD,1926100~2593800,1197,2025_01,HYBRID MG,SUZUKI Safety Support,22,レギュラー (HEV),30500,5,75~286,3810×1645×1745
1039,SUZUKI,ソリオ,普通車,ミニバン,4WD,1926100~2593800,1197,2025_01,HYBRID MG,SUZUKI Safety Support,20.7,レギュラー (HEV),30500,5,75~286,3810×1645×1745
1040,SUZUKI,ソリオ バンディット,普通車,ミニバン,2WD,2303400~2648800,1197,2025_01,HYBRID MV,SUZUKI Safety Support,22,レギュラー (HEV),30500,5,119~340,3810×1645×1745
1041,SUZUKI,ソリオ バンディット,普通車,ミニバン,4WD,2303400~2648800,1197,2025_01,HYBRID MV,SUZUKI Safety Support,20.7,レギュラー (HEV),30500,5,119~340,3810×1645×1745
1042,SUZUKI,スペーシア,軽自動車,ハイトワゴン,2WD,1530100~1824900,657,2024_09,HYBRID X,SUZUKI Safety Support,25.1,レギュラー (HEV),10800,4,105~245,3395×1475×1785
1043,SUZUKI,スペーシア,軽自動車,ハイトワゴン,4WD,1530100~1824900,657,2024_09,HYBRID X,SUZUKI Safety Support,23.1,レギュラー (HEV),10800,4,105~245,3395×1475×1785
1044,SUZUKI,スペーシア,軽自動車,ハイトワゴン,2WD,1530100~1824900,657,2024_09,HYBRID G,SUZUKI Safety Support,23.9,レギュラー (HEV),10800,4,105~245,3395×1475×1785
1045,SUZUKI,スペーシア,軽自動車,ハイトワゴン,4WD,1530100~1824900,657,2024_09,HYBRID G,SUZUKI Safety Support,22.4,レギュラー (HEV),10800,4,105~245,3395×1475×1785
1046,SUZUKI,スペーシア カスタム,軽自動車,ハイトワゴン,2WD,1801800~2193400,658,2024_09,HYBRID XSターボ,SUZUKI Safety Support,21.9,レギュラー (HEV),10800,4,110~310,3395×1475×1785 
1047,SUZUKI,スペーシア カスタム,軽自動車,ハイトワゴン,4WD,1801800~2193400,658,2024_09,HYBRID XSターボ,SUZUKI Safety Support,19.8,レギュラー (HEV),10800,4,110~310,3395×1475×1785 
1048,SUZUKI,スペーシア カスタム,軽自動車,ハイトワゴン,2WD,1801800~2193400,657,2024_09,HYBRID XS,SUZUKI Safety Support,23.9,レギュラー (HEV),10800,4,110~310,3395×1475×1785
1049,SUZUKI,スペーシア カスタム,軽自動車,ハイトワゴン,4WD,1801800~2193400,657,2024_09,HYBRID XS,SUZUKI Safety Support,22.4,レギュラー (HEV),10800,4,110~310,3395×1475×1785
1050,SUZUKI,スペーシア カスタム,軽自動車,ハイトワゴン,2WD,1801800~2193400,657,2024_09,HYBRID GS,SUZUKI Safety Support,23.9,レギュラー (HEV),10800,4,110~310,3395×1475×1785 
1051,SUZUKI,スペーシア カスタム,軽自動車,ハイトワゴン,4WD,1801800~2193400,657,2024_09,HYBRID GS,SUZUKI Safety Support,22.4,レギュラー (HEV),10800,4,110~310,3395×1475×1785
1052,SUZUKI,スペーシア ギア,軽自動車,ハイトワゴン,2WD,1952500~2217600,658,2024_09,HYBRID XZターボ,SUZUKI Safety Support,21.9,レギュラー (HEV),10800,4,165~298,3395×1475×1800
1053,SUZUKI,スペーシア ギア,軽自動車,ハイトワゴン,4WD,1952500~2217600,658,2024_09,HYBRID XZターボ,SUZUKI Safety Support,19.8,レギュラー (HEV),10800,4,165~298,3395×1475×1800
1054,SUZUKI,スペーシア ギア,軽自動車,ハイトワゴン,2WD,1952500~2217600,657,2024_09,HYBRID XZ,SUZUKI Safety Support,23.9,レギュラー (HEV),10800,4,165~298,3395×1475×1800
1055,SUZUKI,スペーシア ギア,軽自動車,ハイトワゴン,4WD,1952500~2217600,657,2024_09,HYBRID XZ,SUZUKI Safety Support,22.4,レギュラー (HEV),10800,4,165~298,3395×1475×1800
1056,SUZUKI,スイフト,普通車,ハッチバック,2WD,1727000~2332000,1197,2025_03,HYBRID MZ,SUZUKI Safety Support,24.5,レギュラー (HEV),30500,5,135~388,3860×1695×1500
1057,SUZUKI,スイフト,普通車,ハッチバック,4WD,1727000~2332000,1197,2025_03,HYBRID MZ,SUZUKI Safety Support,22.7,レギュラー (HEV),30500,5,135~388,3860×1695×1525
1058,SUZUKI,スイフト,普通車,ハッチバック,2WD,1727000~2332000,1197,2025_03,HYBRID MX,SUZUKI Safety Support,24.5,レギュラー (HEV),30500,5,135~388,3860×1695×1500
1059,SUZUKI,スイフト,普通車,ハッチバック,4WD,1727000~2332000,1197,2025_03,HYBRID MX,SUZUKI Safety Support,22.7,レギュラー (HEV),30500,5,135~388,3860×1695×1525
1060,SUZUKI,スイフト,普通車,ハッチバック,2WD(MT),1727000~2332000,1197,2025_03,XG,SUZUKI Safety Support,25.4,レギュラー,30500,5,135~388,3860×1695×1500
1061,SUZUKI,スイフト,普通車,ハッチバック,2WD,1727000~2332000,1197,2025_03,XG,SUZUKI Safety Support,23.4,レギュラー,30500,5,135~388,3860×1695×1500 
1062,SUZUKI,スイフト,普通車,ハッチバック,4WD,1727000~2332000,1197,2025_03,XG,SUZUKI Safety Support,22,レギュラー,30500,5,135~388,3860×1695×1525
